complaint,department,category,subcategory,severity,priority,urgency
Stormwater drain completely blocked waterlogging road up to two feet after rain. This has been continuing for the past 3 days.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Stormwater drain completely blocked waterlogging road up to two feet after rain. This has been continuing since yesterday morning.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Concrete slab over deep drainage canal collapsed someone could fall in.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Concrete slab over deep drainage canal collapsed someone could fall in. It is located near Government High School.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Concrete slab over deep drainage canal collapsed someone could fall in. It is located on MG Road near the railway station.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Concrete slab over deep drainage canal collapsed someone could fall in. It is located opposite City Hospital main gate.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Concrete slab over deep drainage canal collapsed someone could fall in. It is located at Sector 4 residential colony.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Concrete slab over deep drainage canal collapsed someone could fall in. This has been continuing for the past 3 days.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Concrete slab over deep drainage canal collapsed someone could fall in. This has been continuing since yesterday morning.,Drainage,Drainage,Drain Damage,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction. It is located near Government High School.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction. It is located on MG Road near the railway station.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction. It is located opposite City Hospital main gate.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction. It is located at Sector 4 residential colony.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction. This has been continuing for the past 3 days.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Sewage pipeline burst spilling black waste water over main highway junction. This has been continuing since yesterday morning.,Drainage,Drainage,Sewage Overflow,CRITICAL,URGENT,IMMEDIATE
Underground drain choked causing foul sewage water to back up into houses.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Underground drain choked causing foul sewage water to back up into houses. It is located near Government High School.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Underground drain choked causing foul sewage water to back up into houses. It is located on MG Road near the railway station.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Underground drain choked causing foul sewage water to back up into houses. It is located opposite City Hospital main gate.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Underground drain choked causing foul sewage water to back up into houses. It is located at Sector 4 residential colony.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Underground drain choked causing foul sewage water to back up into houses. This has been continuing for the past 3 days.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Underground drain choked causing foul sewage water to back up into houses. This has been continuing since yesterday morning.,Drainage,Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates. It is located near Government High School.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates. It is located on MG Road near the railway station.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates. It is located opposite City Hospital main gate.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates. It is located at Sector 4 residential colony.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates. This has been continuing for the past 3 days.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Monsoon rainwater cannot drain because heavy silt covers all entry grates. This has been continuing since yesterday morning.,Drainage,Drainage,Blocked Drain,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents. It is located near Government High School.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents. It is located on MG Road near the railway station.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents. It is located opposite City Hospital main gate.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents. It is located at Sector 4 residential colony.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents. This has been continuing for the past 3 days.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Open sewer emitting toxic methane gases causing severe headaches in residents. This has been continuing since yesterday morning.,Drainage,Drainage,Drain Damage,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower. It is located near Government High School.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower. It is located on MG Road near the railway station.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower. It is located opposite City Hospital main gate.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower. It is located at Sector 4 residential colony.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower. This has been continuing for the past 3 days.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Drainage ditch overflowing into vegetable market after brief shower. This has been continuing since yesterday morning.,Drainage,Drainage,Flooding,HIGH,HIGH,WITHIN 24 HOURS
Loose drain grate making loud clattering sound whenever buses drive over it.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Loose drain grate making loud clattering sound whenever buses drive over it. It is located near Government High School.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Loose drain grate making loud clattering sound whenever buses drive over it. It is located on MG Road near the railway station.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Loose drain grate making loud clattering sound whenever buses drive over it. It is located opposite City Hospital main gate.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Loose drain grate making loud clattering sound whenever buses drive over it. It is located at Sector 4 residential colony.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Loose drain grate making loud clattering sound whenever buses drive over it. This has been continuing for the past 3 days.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Loose drain grate making loud clattering sound whenever buses drive over it. This has been continuing since yesterday morning.,Drainage,Drainage,Drain Damage,LOW,LOW,ROUTINE
Rainwater drain pipe broken and splashing water onto pedestrian stairs.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
Rainwater drain pipe broken and splashing water onto pedestrian stairs. It is located near Government High School.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
Rainwater drain pipe broken and splashing water onto pedestrian stairs. It is located on MG Road near the railway station.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
Rainwater drain pipe broken and splashing water onto pedestrian stairs. It is located opposite City Hospital main gate.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
Rainwater drain pipe broken and splashing water onto pedestrian stairs. It is located at Sector 4 residential colony.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
Rainwater drain pipe broken and splashing water onto pedestrian stairs. This has been continuing for the past 3 days.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
Rainwater drain pipe broken and splashing water onto pedestrian stairs. This has been continuing since yesterday morning.,Drainage,Drainage,Drain Damage,MEDIUM,MEDIUM,WITHIN 7 DAYS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night. It is located near Government High School.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
All streetlights out for 2 kilometers pitch dark road unsafe for women at night. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Streetlight electric pole damaged with live wires exposed on sidewalk.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Streetlight electric pole damaged with live wires exposed on sidewalk. It is located near Government High School.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Streetlight electric pole damaged with live wires exposed on sidewalk. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Streetlight electric pole damaged with live wires exposed on sidewalk. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Streetlight electric pole damaged with live wires exposed on sidewalk. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Streetlight electric pole damaged with live wires exposed on sidewalk. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Streetlight electric pole damaged with live wires exposed on sidewalk. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Electrical Fault,CRITICAL,URGENT,IMMEDIATE
Street lamp flickering constantly causing disorientation at main junction.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Street lamp flickering constantly causing disorientation at main junction. It is located near Government High School.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Street lamp flickering constantly causing disorientation at main junction. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Street lamp flickering constantly causing disorientation at main junction. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Street lamp flickering constantly causing disorientation at main junction. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Street lamp flickering constantly causing disorientation at main junction. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Street lamp flickering constantly causing disorientation at main junction. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity. It is located near Government High School.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Streetlights turned on in broad daylight wasting public municipal electricity. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Light Not Working,LOW,LOW,ROUTINE
Dark alleyway near women's hostel where all streetlights have been burnt out.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Dark alleyway near women's hostel where all streetlights have been burnt out. It is located near Government High School.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Dark alleyway near women's hostel where all streetlights have been burnt out. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Dark alleyway near women's hostel where all streetlights have been burnt out. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Dark alleyway near women's hostel where all streetlights have been burnt out. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Dark alleyway near women's hostel where all streetlights have been burnt out. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Dark alleyway near women's hostel where all streetlights have been burnt out. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous. It is located near Government High School.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Underpass illumination completely dead driving through in dark is hazardous. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Dark Street,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall. It is located near Government High School.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Rusted lamp post leaning heavily over parked cars and footpath ready to fall. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Damaged Pole,HIGH,HIGH,WITHIN 24 HOURS
Streetlight timer broken lights turn on after midnight and stay on all morning.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
Streetlight timer broken lights turn on after midnight and stay on all morning. It is located near Government High School.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
Streetlight timer broken lights turn on after midnight and stay on all morning. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
Streetlight timer broken lights turn on after midnight and stay on all morning. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
Streetlight timer broken lights turn on after midnight and stay on all morning. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
Streetlight timer broken lights turn on after midnight and stay on all morning. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
Streetlight timer broken lights turn on after midnight and stay on all morning. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,MEDIUM,WITHIN 7 DAYS
High mast LED floodlights in bus terminus stopped working completely.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
High mast LED floodlights in bus terminus stopped working completely. It is located near Government High School.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
High mast LED floodlights in bus terminus stopped working completely. It is located on MG Road near the railway station.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
High mast LED floodlights in bus terminus stopped working completely. It is located opposite City Hospital main gate.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
High mast LED floodlights in bus terminus stopped working completely. It is located at Sector 4 residential colony.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
High mast LED floodlights in bus terminus stopped working completely. This has been continuing for the past 3 days.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
High mast LED floodlights in bus terminus stopped working completely. This has been continuing since yesterday morning.,Street Lighting,Street Lighting,Light Not Working,MEDIUM,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock. It is located near Government High School.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock. It is located on MG Road near the railway station.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock. It is located opposite City Hospital main gate.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock. It is located at Sector 4 residential colony.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock. This has been continuing for the past 3 days.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic signal non functional at major intersection resulting in four way gridlock. This has been continuing since yesterday morning.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Traffic lights stuck on green both sides causing vehicles to collide at intersection.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Traffic lights stuck on green both sides causing vehicles to collide at intersection. It is located near Government High School.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Traffic lights stuck on green both sides causing vehicles to collide at intersection. It is located on MG Road near the railway station.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Traffic lights stuck on green both sides causing vehicles to collide at intersection. It is located opposite City Hospital main gate.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Traffic lights stuck on green both sides causing vehicles to collide at intersection. It is located at Sector 4 residential colony.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Traffic lights stuck on green both sides causing vehicles to collide at intersection. This has been continuing for the past 3 days.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Traffic lights stuck on green both sides causing vehicles to collide at intersection. This has been continuing since yesterday morning.,Traffic,Traffic,Signal Malfunction,CRITICAL,URGENT,IMMEDIATE
Illegal truck parking on both sides of two lane road completely blocking emergency lanes.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal truck parking on both sides of two lane road completely blocking emergency lanes. It is located near Government High School.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal truck parking on both sides of two lane road completely blocking emergency lanes. It is located on MG Road near the railway station.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal truck parking on both sides of two lane road completely blocking emergency lanes. It is located opposite City Hospital main gate.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal truck parking on both sides of two lane road completely blocking emergency lanes. It is located at Sector 4 residential colony.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal truck parking on both sides of two lane road completely blocking emergency lanes. This has been continuing for the past 3 days.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal truck parking on both sides of two lane road completely blocking emergency lanes. This has been continuing since yesterday morning.,Traffic,Traffic,Illegal Parking,MEDIUM,MEDIUM,WITHIN 3 DAYS
Missing STOP sign and blind curve warning at dangerous accident prone hill road.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Missing STOP sign and blind curve warning at dangerous accident prone hill road. It is located near Government High School.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Missing STOP sign and blind curve warning at dangerous accident prone hill road. It is located on MG Road near the railway station.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Missing STOP sign and blind curve warning at dangerous accident prone hill road. It is located opposite City Hospital main gate.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Missing STOP sign and blind curve warning at dangerous accident prone hill road. It is located at Sector 4 residential colony.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Missing STOP sign and blind curve warning at dangerous accident prone hill road. This has been continuing for the past 3 days.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Missing STOP sign and blind curve warning at dangerous accident prone hill road. This has been continuing since yesterday morning.,Traffic,Traffic,Missing Traffic Sign,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours. It is located near Government High School.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours. It is located on MG Road near the railway station.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours. It is located opposite City Hospital main gate.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours. It is located at Sector 4 residential colony.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours. This has been continuing for the past 3 days.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Heavy commercial vehicles speeding through school zone during morning drop off hours. This has been continuing since yesterday morning.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard. It is located near Government High School.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard. It is located on MG Road near the railway station.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard. It is located opposite City Hospital main gate.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard. It is located at Sector 4 residential colony.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard. This has been continuing for the past 3 days.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Vehicles driving wrong side on highway exit ramp creating fatal head-on hazard. This has been continuing since yesterday morning.,Traffic,Traffic,Traffic Congestion,CRITICAL,URGENT,IMMEDIATE
Buses stopping in middle of road instead of designated bus bays blocking traffic.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Buses stopping in middle of road instead of designated bus bays blocking traffic. It is located near Government High School.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Buses stopping in middle of road instead of designated bus bays blocking traffic. It is located on MG Road near the railway station.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Buses stopping in middle of road instead of designated bus bays blocking traffic. It is located opposite City Hospital main gate.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Buses stopping in middle of road instead of designated bus bays blocking traffic. It is located at Sector 4 residential colony.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Buses stopping in middle of road instead of designated bus bays blocking traffic. This has been continuing for the past 3 days.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Buses stopping in middle of road instead of designated bus bays blocking traffic. This has been continuing since yesterday morning.,Traffic,Traffic,Traffic Congestion,MEDIUM,MEDIUM,WITHIN 3 DAYS
Pedestrian crossing countdown light broken people unable to cross six lane road.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Pedestrian crossing countdown light broken people unable to cross six lane road. It is located near Government High School.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Pedestrian crossing countdown light broken people unable to cross six lane road. It is located on MG Road near the railway station.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Pedestrian crossing countdown light broken people unable to cross six lane road. It is located opposite City Hospital main gate.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
